leading_item_id,following_item_id,value
BTMOEMEP,UGEQLMXM,198231
BTMOEMEP,XMKRPGLB,1346347
BUZIIBYG,AHMDUILJ,126616
BUZIIBYG,BEZYMBBT,3788059
BUZIIBYG,BJALXPFS,144373
BUZIIBYG,BTMOEMEP,12067059
BUZIIBYG,DJBLNPNC,30701
BUZIIBYG,EVBVXETX,4952785
BUZIIBYG,FDXPMYGF,32166
BUZIIBYG,FITUEHWN,77452
BUZIIBYG,FQCLOEXA,2244871
BUZIIBYG,FTSVTTSR,213677
BUZIIBYG,KJNSOAHR,12803633
BUZIIBYG,LPHPPJUG,1221384
BUZIIBYG,QRKRBYJL,2535816
BUZIIBYG,QSDCUCLB,32166
BUZIIBYG,UGEQLMXM,198231
BUZIIBYG,UIFPPCLR,99442
BUZIIBYG,VBYCLTYZ,334154
BUZIIBYG,WBLJNPZQ,159579
CCLHWFWF,NZKBIBNU,313976
CCLHWFWF,OGAFEHLU,32166
CCLHWFWF,ZGJXVMNI,3179150
DBWLZWNK,FDXPMYGF,32166
DBWLZWNK,FQCLOEXA,2244871
DBWLZWNK,SUOYXCHP,32166
DBWLZWNK,XMKRPGLB,1346347
DDEXPPXU,AXULOHBQ,40895
DDEXPPXU,BUZIIBYG,16243286
DDEXPPXU,CCLHWFWF,20761679
DDEXPPXU,GIKPEWTY,32166
DDEXPPXU,JBVHSUWY,350426
DDEXPPXU,LPHPPJUG,1221384
DDEXPPXU,LRVGFDFM,17720658
DDEXPPXU,LSOIUSXD,212408
DDEXPPXU,OXKURKXR,118749
DDEXPPXU,SAHWCZNH,2372362
DDEXPPXU,UIFPPCLR,99442
DDEXPPXU,VBYCLTYZ,334154
DDEXPPXU,VMAQSTJE,78481
DEWLVASR,AANGBULD,379029
DEWLVASR,AHMDUILJ,126616
DEWLVASR,BEZYMBBT,3788059
DEWLVASR,DDEXPPXU,39217
DEWLVASR,FITUEHWN,77452
DEWLVASR,FTSVTTSR,213677
DEWLVASR,JBVHSUWY,350426
DEWLVASR,JERHKLYW,34312
DEWLVASR,KJNSOAHR,12803633
DEWLVASR,NAQIHUKZ,32166
DEWLVASR,RJGPVEXX,672086
DEWLVASR,ROACSLMG,2585970
DEWLVASR,SAAYMURU,39217
DEWLVASR,STZDBITS,23835357
DEWLVASR,TANNMIMB,32166
DEWLVASR,UQYUIVVR,5812672
DEWLVASR,VMAQSTJE,78481
DEWLVASR,XIFHSOWQ,85931
DEWLVASR,YSYHGLQK,30701
DEWLVASR,ZKENOUDA,335037
DJBLNPNC,BEZYMBBT,3788059
DJBLNPNC,BLANHGYY,67098
DJBLNPNC,LSOIUSXD,212408
DJBLNPNC,OJIFIHMZ,2537191
DJBLNPNC,OXKURKXR,118749
DJBLNPNC,SAAYMURU,39217
DJBLNPNC,TANNMIMB,32166
DJBLNPNC,TGOELCAG,217923
DJBLNPNC,UIFPPCLR,99442
DJBLNPNC,XIPPENFQ,130776
DJBLNPNC,ZKENOUDA,335037
DNMPSKTB,DEWLVASR,336176
DNMPSKTB,FWUCPMMW,30701
DNMPSKTB,HXYSSRXE,5212157
DNMPSKTB,LTOYKIML,333943
DNMPSKTB,MBSBZBXA,4689088
DNMPSKTB,PLMZALFA,32166
DNMPSKTB,QJQJSWFU,144373
DNMPSKTB,QVLMOEYE,1209403
DNMPSKTB,SDWAYPIK,5927850
DNMPSKTB,XIFHSOWQ,85931
DNMPSKTB,XIIEJNEE,82699
DNMPSKTB,XMKRPGLB,1346347
DNMPSKTB,YSYHGLQK,30701
DNMPSKTB,ZKENOUDA,335037
DUCMGGNW,ANWUJOKX,32166
DUCMGGNW,ATLDMDBO,39458390
DUCMGGNW,BLANHGYY,67098
DUCMGGNW,BUZIIBYG,16243286
DUCMGGNW,DEWLVASR,336176
DUCMGGNW,DJBLNPNC,30701
DUCMGGNW,FITUEHWN,77452
DUCMGGNW,FQCLOEXA,2244871
DUCMGGNW,FTSVTTSR,213677
DUCMGGNW,GMBFCMIU,32166
DUCMGGNW,HCDTGMST,76078
DUCMGGNW,IGDVVKUD,30701
DUCMGGNW,JPBRUTWP,5224587
DUCMGGNW,LLHREMKS,70709
DUCMGGNW,MIRCVAMV,66424
DUCMGGNW,OGAFEHLU,32166
DUCMGGNW,RCBZUSIM,32166
DUCMGGNW,ROACSLMG,2585970
DUCMGGNW,SNHYOVBM,391241
DUCMGGNW,UGEQLMXM,198231
DUCMGGNW,UXSPKBJR,480410
DUCMGGNW,VBYCLTYZ,334154
DUCMGGNW,VMAQSTJE,78481
DUCMGGNW,WHPUAOID,52222
DUCMGGNW,XIFHSOWQ,85931
DUCMGGNW,XIPPENFQ,130776
DUCMGGNW,ZKENOUDA,335037
ELQGMQWE,APQGTRMF,40984
ELQGMQWE,ATLDMDBO,39458390
ELQGMQWE,BEZYMBBT,3788059
ELQGMQWE,FWUCPMMW,30701
ELQGMQWE,GKQIJYDH,9708094
ELQGMQWE,KFQSHBNH,13069256
ELQGMQWE,LRVGFDFM,17720658
ELQGMQWE,LTOYKIML,333943
ELQGMQWE,OKMBFVKS,1532256
ELQGMQWE,QRKRBYJL,2535816
ELQGMQWE,QVLMOEYE,1209403
ELQGMQWE,RJCAXSGH,5111584
ELQGMQWE,RUVXNNVA,32166
ELQGMQWE,SAHWCZNH,2372362
ELQGMQWE,TGOELCAG,217923
ELQGMQWE,UIFPPCLR,99442
ELQGMQWE,VBYCLTYZ,334154
ELQGMQWE,XUOIQPFL,3029026
ELQGMQWE,ZCELVYQU,166618
ELQGMQWE,ZGJXVMNI,3179150
EVBVXETX,AXULOHBQ,40895
EVBVXETX,DEWLVASR,336176
EVBVXETX,FQCLOEXA,2244871
EVBVXETX,FTSVTTSR,213677
EVBVXETX,GMBFCMIU,32166
EVBVXETX,HCDTGMST,76078
EVBVXETX,JSLXRQOK,30701
EVBVXETX,KJNSOAHR,12803633
EVBVXETX,LSOIUSXD,212408
EVBVXETX,MIRCVAMV,66424
EVBVXETX,RAWUKQMJ,3775280
EVBVXETX,RCBZUSIM,32166
EVBVXETX,ROACSLMG,2585970
EVBVXETX,SAAYMURU,39217
EVBVXETX,STZDBITS,23835357
EVBVXETX,VMAQSTJE,78481
EVBVXETX,WHPUAOID,52222
FCYBOAXC,BEZYMBBT,3788059
FCYBOAXC,BSRMSVTC,321486
FCYBOAXC,BTMOEMEP,12067059
FCYBOAXC,JBVHSUWY,350426
FCYBOAXC,KJNSOAHR,12803633
FCYBOAXC,PYZMVUWD,30701
FCYBOAXC,SAAYMURU,39217
FCYBOAXC,STZDBITS,23835357
FCYBOAXC,VUAFAIYJ,754695
FCYBOAXC,XIPPENFQ,130776
FDXPMYGF,AANGBULD,379029
FDXPMYGF,ANWUJOKX,32166
FDXPMYGF,AXULOHBQ,40895
FDXPMYGF,DJBLNPNC,30701
FDXPMYGF,DNMPSKTB,5121753
FDXPMYGF,FRHNWLNI,1145744
FDXPMYGF,HXYSSRXE,5212157
FDXPMYGF,KAGJCHMR,30701
FDXPMYGF,LTOYKIML,333943
FDXPMYGF,MBSBZBXA,4689088
FDXPMYGF,NZKBIBNU,313976
FDXPMYGF,PLMZALFA,32166
FDXPMYGF,PYZMVUWD,30701
FDXPMYGF,RCBZUSIM,32166
FDXPMYGF,TANNMIMB,32166
FDXPMYGF,UQYUIVVR,5434168
FDXPMYGF,XIIEJNEE,82699
FDXPMYGF,YSYHGLQK,30701
FITUEHWN,ANWUJOKX,32166
FITUEHWN,BLANHGYY,67098
FITUEHWN,DJBLNPNC,30701
FITUEHWN,ELQGMQWE,636108
FITUEHWN,FDXPMYGF,32166
FITUEHWN,FTSVTTSR,213677
FITUEHWN,JERHKLYW,34312
FITUEHWN,LPHPPJUG,1221384
FITUEHWN,LTOYKIML,333943
FITUEHWN,LUENUFGA,3750156
FITUEHWN,MIRCVAMV,66424
FITUEHWN,NAQIHUKZ,32166
FITUEHWN,PLMZALFA,32166
FITUEHWN,RJGPVEXX,672086
FITUEHWN,SDWAYPIK,5927850
FITUEHWN,TANNMIMB,32166
FITUEHWN,UIFPPCLR,99442
FITUEHWN,UQYUIVVR,5563284
FITUEHWN,WBLJNPZQ,159579
FITUEHWN,WPQXWHYO,11819677
FITUEHWN,XMKRPGLB,1346347
FQCLOEXA,AHMDUILJ,126616
FQCLOEXA,ANWUJOKX,32166
FQCLOEXA,BSRMSVTC,321486
FQCLOEXA,FDXPMYGF,32166
FQCLOEXA,FITUEHWN,77452
FQCLOEXA,FTSVTTSR,213677
FQCLOEXA,LRVGFDFM,17720658
FQCLOEXA,LSOIUSXD,212408
FQCLOEXA,NAQIHUKZ,32166
FQCLOEXA,OGAFEHLU,32166
FQCLOEXA,QJQJSWFU,144373
FQCLOEXA,RCBZUSIM,32166
FQCLOEXA,UQYUIVVR,5941788
FQCLOEXA,WBLJNPZQ,159579
FQCLOEXA,WHPUAOID,52222
FQCLOEXA,ZKENOUDA,335037
FRHNWLNI,BTMOEMEP,12067059
FRHNWLNI,DEWLVASR,336176
FRHNWLNI,FCYBOAXC,108360301
FRHNWLNI,FQCLOEXA,2244871
FRHNWLNI,FWUCPMMW,30701
FRHNWLNI,GIKPEWTY,32166
FRHNWLNI,LPHPPJUG,1221384
FRHNWLNI,LTOYKIML,333943
FRHNWLNI,NAQIHUKZ,32166
FRHNWLNI,PLMZALFA,32166
FRHNWLNI,PYZMVUWD,30701
FRHNWLNI,QJQJSWFU,144373
FRHNWLNI,RCBZUSIM,32166
FRHNWLNI,UXSPKBJR,480410
FRHNWLNI,VMAQSTJE,78481
FRHNWLNI,XIFHSOWQ,85931
FRHNWLNI,XIPPENFQ,130776
FRHNWLNI,ZXERAXWP,62843
FTSVTTSR,AHMDUILJ,126616
FTSVTTSR,ANWUJOKX,32166
FTSVTTSR,BEZYMBBT,3788059
FTSVTTSR,BSRMSVTC,321486
FTSVTTSR,DNMPSKTB,5121753
FTSVTTSR,ELQGMQWE,636108
FTSVTTSR,FDXPMYGF,32166
FTSVTTSR,FRHNWLNI,1145744
FTSVTTSR,JPBRUTWP,5224587
FTSVTTSR,JSLXRQOK,30701
FTSVTTSR,KJNSOAHR,12803633
FTSVTTSR,LPHPPJUG,1221384
FTSVTTSR,LRVGFDFM,17720658
FTSVTTSR,LSOIUSXD,212408
FTSVTTSR,LTOYKIML,333943
FTSVTTSR,MBSBZBXA,4689088
FTSVTTSR,PLMZALFA,32166
FTSVTTSR,QVLMOEYE,1209403
FTSVTTSR,RCBZUSIM,32166
FTSVTTSR,SAAYMURU,39217
FTSVTTSR,STZDBITS,23835357
FTSVTTSR,SUOYXCHP,32166
FTSVTTSR,TANNMIMB,32166
FTSVTTSR,UIFPPCLR,99442
FTSVTTSR,UQYUIVVR,5434168
FTSVTTSR,WHPUAOID,52222
FTSVTTSR,ZGJXVMNI,3179150
FWUCPMMW,AANGBULD,379029
FWUCPMMW,DEWLVASR,336176
FWUCPMMW,FTSVTTSR,213677
FWUCPMMW,GYHKIVQT,17277701
FWUCPMMW,JSLXRQOK,30701
FWUCPMMW,LPHPPJUG,1221384
FWUCPMMW,NAQIHUKZ,32166
FWUCPMMW,OJIFIHMZ,2537191
FWUCPMMW,QJQJSWFU,144373
FWUCPMMW,SAAYMURU,39217
FWUCPMMW,SNHYOVBM,391241
FWUCPMMW,VMAQSTJE,78481
GIKPEWTY,APQGTRMF,40984
GIKPEWTY,BTMOEMEP,12097667
GIKPEWTY,BUZIIBYG,16243286
GIKPEWTY,FITUEHWN,77452
GIKPEWTY,FQCLOEXA,2244871
GIKPEWTY,GKQIJYDH,9329591
GIKPEWTY,JERHKLYW,34312
GIKPEWTY,LPHPPJUG,1221384
GIKPEWTY,LRVGFDFM,17720658
GIKPEWTY,LTOYKIML,333943
GIKPEWTY,LUENUFGA,3750156
GIKPEWTY,QSDCUCLB,32166
GIKPEWTY,RCBZUSIM,32166
GIKPEWTY,UGEQLMXM,198231
GIKPEWTY,VUAFAIYJ,754695
GKQIJYDH,BJALXPFS,144373
GKQIJYDH,BTMOEMEP,11876834
GKQIJYDH,DEWLVASR,336176
GKQIJYDH,EVBVXETX,4952785
GKQIJYDH,FWUCPMMW,30701
GKQIJYDH,GMBFCMIU,32166
GKQIJYDH,KEUWZRKO,330734
GKQIJYDH,LUENUFGA,3750156
GKQIJYDH,VWMBASNE,91956
GKQIJYDH,XIFHSOWQ,85931
GKQIJYDH,XIIEJNEE,82699
GKQIJYDH,ZXERAXWP,62843
GMBFCMIU,ANWUJOKX,32166
GMBFCMIU,BSRMSVTC,321486
GMBFCMIU,DEWLVASR,336176
GMBFCMIU,DNMPSKTB,5121753
GMBFCMIU,FDXPMYGF,32166
GMBFCMIU,FITUEHWN,77452
GMBFCMIU,FQCLOEXA,2244871
GMBFCMIU,FTSVTTSR,213677
GMBFCMIU,HCDTGMST,76078
GMBFCMIU,JPBRUTWP,5224587
GMBFCMIU,KJNSOAHR,12803633
GMBFCMIU,LSOIUSXD,212408
GMBFCMIU,NAQIHUKZ,32166
GMBFCMIU,ROACSLMG,2585970
GMBFCMIU,SAAYMURU,39217
GMBFCMIU,SUOYXCHP,32166
GMBFCMIU,UXSPKBJR,480410
GMBFCMIU,VMAQSTJE,78481
GMBFCMIU,WPQXWHYO,11819677
GMBFCMIU,XIFHSOWQ,85931
GMBFCMIU,YSYHGLQK,30701
GMBFCMIU,ZKENOUDA,335037
GYHKIVQT,AHMDUILJ,126616
GYHKIVQT,ATLDMDBO,39458390
GYHKIVQT,BTMOEMEP,11876834
GYHKIVQT,EVBVXETX,4952785
GYHKIVQT,FDXPMYGF,32166
GYHKIVQT,FQCLOEXA,2244871
GYHKIVQT,GIKPEWTY,32166
GYHKIVQT,JBVHSUWY,350426
GYHKIVQT,JPBRUTWP,5224587
GYHKIVQT,JSLXRQOK,30701
GYHKIVQT,KJNSOAHR,12803633
GYHKIVQT,LPHPPJUG,1221384
GYHKIVQT,LRVGFDFM,17720658
GYHKIVQT,LSOIUSXD,212408
GYHKIVQT,NAQIHUKZ,32166
GYHKIVQT,NZKBIBNU,313976
GYHKIVQT,PYZMVUWD,30701
GYHKIVQT,QKXNTIIB,2671823
GYHKIVQT,QRKRBYJL,2535816
GYHKIVQT,QSDCUCLB,32166
GYHKIVQT,ROACSLMG,2585970
GYHKIVQT,SAHWCZNH,2372362
GYHKIVQT,VUAFAIYJ,754695
GYHKIVQT,WBLJNPZQ,159579
HCDTGMST,AHMDUILJ,126616
HCDTGMST,BLANHGYY,67098
HCDTGMST,BSRMSVTC,321486
HCDTGMST,FCYBOAXC,108772721
HCDTGMST,FDXPMYGF,32166
HCDTGMST,FITUEHWN,77452
HCDTGMST,FTSVTTSR,213677
HCDTGMST,JPBRUTWP,5224587
HCDTGMST,LPHPPJUG,1221384
HCDTGMST,LSOIUSXD,212408
HCDTGMST,LUENUFGA,3750156
HCDTGMST,MIRCVAMV,66424
HCDTGMST,PYZMVUWD,30701
HCDTGMST,SUOYXCHP,32166
HCDTGMST,TGOELCAG,217923
HCDTGMST,UQYUIVVR,5563284
HCDTGMST,VBYCLTYZ,334154
HCDTGMST,VMAQSTJE,78481
HXYSSRXE,FCYBOAXC,109805015
HXYSSRXE,JPBRUTWP,5224587
HXYSSRXE,KAGJCHMR,30701
HXYSSRXE,NAQIHUKZ,32166
HXYSSRXE,OJIFIHMZ,2537191
HXYSSRXE,QSDCUCLB,32166
HXYSSRXE,TANNMIMB,32166
HXYSSRXE,WPQXWHYO,11819677
HXYSSRXE,XIFHSOWQ,85931
HXYSSRXE,XMKRPGLB,1346347
HXYSSRXE,YSYHGLQK,30701
HXYSSRXE,ZKENOUDA,335037
IGDVVKUD,BSRMSVTC,321486
IGDVVKUD,BUZIIBYG,16243286
IGDVVKUD,EVBVXETX,4952785
IGDVVKUD,FDXPMYGF,32166
IGDVVKUD,FWUCPMMW,30701
IGDVVKUD,GIKPEWTY,32166
IGDVVKUD,HXYSSRXE,5212157
IGDVVKUD,KJNSOAHR,12803633
IGDVVKUD,LLHREMKS,70709
IGDVVKUD,LTOYKIML,333943
IGDVVKUD,OGAFEHLU,32166
IGDVVKUD,PLMZALFA,32166
IGDVVKUD,SDWAYPIK,5927850
IGDVVKUD,SNHYOVBM,391241
IGDVVKUD,TANNMIMB,32166
IGDVVKUD,UIFPPCLR,99442
IGDVVKUD,VBYCLTYZ,334154
IGDVVKUD,WBLJNPZQ,159579
JBVHSUWY,AXULOHBQ,40895
JBVHSUWY,BJALXPFS,144373
JBVHSUWY,BSRMSVTC,321486
JBVHSUWY,BUZIIBYG,16243286
JBVHSUWY,DBWLZWNK,184633
JBVHSUWY,ELQGMQWE,636108
JBVHSUWY,IGDVVKUD,30701
JBVHSUWY,JSLXRQOK,30701
JBVHSUWY,LSOIUSXD,212408
JBVHSUWY,LTOYKIML,333943
JBVHSUWY,MBSBZBXA,4689088
JBVHSUWY,OGAFEHLU,32166
JBVHSUWY,OJIFIHMZ,2537191
JBVHSUWY,QJQJSWFU,144373
JBVHSUWY,QVLMOEYE,1209403
JBVHSUWY,ROACSLMG,2585970
JBVHSUWY,RUVXNNVA,32166
JBVHSUWY,SAHWCZNH,2372362
JBVHSUWY,SDWAYPIK,5927850
JBVHSUWY,STZDBITS,23835357
JBVHSUWY,TGOELCAG,217923
JBVHSUWY,UIFPPCLR,99442
JBVHSUWY,VBYCLTYZ,334154
JBVHSUWY,VUAFAIYJ,754695
JERHKLYW,BUZIIBYG,16243286
JERHKLYW,DUCMGGNW,1351492
JERHKLYW,ELQGMQWE,636108
JERHKLYW,JBVHSUWY,350426
JERHKLYW,OJIFIHMZ,2537191
JERHKLYW,QKXNTIIB,2671823
JERHKLYW,QSDCUCLB,32166
JERHKLYW,SAHWCZNH,2372362
JERHKLYW,SDWAYPIK,5927850
JERHKLYW,SUOYXCHP,32166
JERHKLYW,UIFPPCLR,99442
JERHKLYW,VMAQSTJE,78481
JERHKLYW,WPQXWHYO,11819677
JERHKLYW,XIIEJNEE,82699
JERHKLYW,XUOIQPFL,3029026
JPBRUTWP,ANWUJOKX,32166
JPBRUTWP,AXULOHBQ,40895
JPBRUTWP,BLANHGYY,67098
JPBRUTWP,BSRMSVTC,321486
JPBRUTWP,EVBVXETX,4952785
JPBRUTWP,LPHPPJUG,1221384
JPBRUTWP,LUENUFGA,3750156
JPBRUTWP,OGAFEHLU,32166
JPBRUTWP,RCBZUSIM,32166
JPBRUTWP,RJGPVEXX,672086
JPBRUTWP,TANNMIMB,32166
JPBRUTWP,UQYUIVVR,5941788
JPBRUTWP,VUAFAIYJ,754695
JPBRUTWP,WBLJNPZQ,159579
JPBRUTWP,XMKRPGLB,1346347
JSLXRQOK,DBWLZWNK,184633
JSLXRQOK,QJQJSWFU,144373
JSLXRQOK,SNHYOVBM,391241
JSLXRQOK,SUOYXCHP,32166
JSLXRQOK,WHPUAOID,52222
JSLXRQOK,XIIEJNEE,82699
JSLXRQOK,YSYHGLQK,30701
JSLXRQOK,ZGJXVMNI,3179150
KAGJCHMR,AHMDUILJ,126616
KAGJCHMR,ANWUJOKX,32166
KAGJCHMR,ATLDMDBO,39440494
KAGJCHMR,BEZYMBBT,3788059
KAGJCHMR,BUZIIBYG,16243286
KAGJCHMR,DUCMGGNW,1351492
KAGJCHMR,FCYBOAXC,108772364
KAGJCHMR,FITUEHWN,77452
KAGJCHMR,FQCLOEXA,2244871
KAGJCHMR,GIKPEWTY,32166
KAGJCHMR,GMBFCMIU,32166
KAGJCHMR,GYHKIVQT,17277701
KAGJCHMR,HCDTGMST,76078
KAGJCHMR,IGDVVKUD,30701
KAGJCHMR,MIRCVAMV,66424
KAGJCHMR,RJGPVEXX,672086
KAGJCHMR,ROACSLMG,2585970
KAGJCHMR,SAAYMURU,39217
KAGJCHMR,SAHWCZNH,2372362
KAGJCHMR,STZDBITS,23835357
KAGJCHMR,SUOYXCHP,32166
KAGJCHMR,TGOELCAG,217923
KAGJCHMR,VBYCLTYZ,334154
KAGJCHMR,WBLJNPZQ,159579
KAGJCHMR,WPQXWHYO,11819677
KAGJCHMR,XIFHSOWQ,85931
KEUWZRKO,BUZIIBYG,16243286
KEUWZRKO,DEWLVASR,336176
KEUWZRKO,FCYBOAXC,108694442
KEUWZRKO,FTSVTTSR,213677
KEUWZRKO,FWUCPMMW,30701
KEUWZRKO,GMBFCMIU,32166
KEUWZRKO,JPBRUTWP,5224587
KEUWZRKO,JSLXRQOK,30701
KEUWZRKO,NAQIHUKZ,32166
KEUWZRKO,QSDCUCLB,32166
KEUWZRKO,SAAYMURU,39217
KEUWZRKO,TGOELCAG,217923
KEUWZRKO,UGEQLMXM,198231
KEUWZRKO,VMAQSTJE,78481
KEUWZRKO,ZGJXVMNI,3179150
KFQSHBNH,LLHREMKS,70709
KFQSHBNH,QRKRBYJL,2535816
KFQSHBNH,SNHYOVBM,391241
KFQSHBNH,WQMVCOEM,67098
KJNSOAHR,AHMDUILJ,126616
KJNSOAHR,ANWUJOKX,32166
KJNSOAHR,BSRMSVTC,321486
KJNSOAHR,DNMPSKTB,5121753
KJNSOAHR,LSOIUSXD,212408
KJNSOAHR,MBSBZBXA,4689088
KJNSOAHR,MIRCVAMV,66424
KJNSOAHR,QJQJSWFU,144373
KJNSOAHR,RUVXNNVA,32166
KJNSOAHR,WHPUAOID,52222
KJNSOAHR,WPQXWHYO,11819677
KJNSOAHR,WQMVCOEM,67098
KJNSOAHR,XMKRPGLB,1346347
KJNSOAHR,ZGJXVMNI,3179150
LLHREMKS,BJALXPFS,144373
LLHREMKS,BLANHGYY,67098
LLHREMKS,DJBLNPNC,30701
LLHREMKS,FITUEHWN,77452
LLHREMKS,HCDTGMST,76078
LLHREMKS,HXYSSRXE,5212157
LLHREMKS,JERHKLYW,34312
LLHREMKS,JPBRUTWP,5224587
