leading_item_id,following_item_id,value
ANWUJOKX,SUOYXCHP,14978
ANWUJOKX,VBYCLTYZ,326835
ANWUJOKX,WPQXWHYO,9616416
ANWUJOKX,XIFHSOWQ,88022
APQGTRMF,AXULOHBQ,0
APQGTRMF,BTMOEMEP,14822334
APQGTRMF,ELQGMQWE,718828
APQGTRMF,LPHPPJUG,1147317
APQGTRMF,LRVGFDFM,14570685
APQGTRMF,LTOYKIML,317606
APQGTRMF,MBSBZBXA,6254726
APQGTRMF,OJIFIHMZ,1711072
APQGTRMF,OXKURKXR,132134
APQGTRMF,PLMZALFA,6052
APQGTRMF,SAHWCZNH,2398381
APQGTRMF,SDWAYPIK,5014883
APQGTRMF,UIFPPCLR,89166
APQGTRMF,VMAQSTJE,202686
APQGTRMF,WHPUAOID,6252
APQGTRMF,XUOIQPFL,2660188
APQGTRMF,ZCELVYQU,136031
ATLDMDBO,AHMDUILJ,138004
ATLDMDBO,AXULOHBQ,62125
ATLDMDBO,DUCMGGNW,775204
ATLDMDBO,ELQGMQWE,732517
ATLDMDBO,GYHKIVQT,16688550
ATLDMDBO,KAGJCHMR,53682
ATLDMDBO,LRVGFDFM,14484907
ATLDMDBO,OKMBFVKS,2268484
ATLDMDBO,OXKURKXR,134555
ATLDMDBO,QKXNTIIB,1704263
ATLDMDBO,RJGPVEXX,497962
ATLDMDBO,ROACSLMG,2082678
ATLDMDBO,SAHWCZNH,2270513
ATLDMDBO,STZDBITS,25492827
ATLDMDBO,UIFPPCLR,88873
ATLDMDBO,VBYCLTYZ,340514
ATLDMDBO,VUAFAIYJ,619149
ATLDMDBO,WBLJNPZQ,160787
AXULOHBQ,DDEXPPXU,21930
AXULOHBQ,FDXPMYGF,13774
AXULOHBQ,JBVHSUWY,283548
AXULOHBQ,JPBRUTWP,5855636
AXULOHBQ,LSOIUSXD,293358
AXULOHBQ,LTOYKIML,319331
AXULOHBQ,PYZMVUWD,10936
AXULOHBQ,RCBZUSIM,5884
AXULOHBQ,WHPUAOID,5818
BEZYMBBT,ATLDMDBO,36460278
BEZYMBBT,BTMOEMEP,14317013
BEZYMBBT,BUZIIBYG,15834580
BEZYMBBT,DEWLVASR,350774
BEZYMBBT,ELQGMQWE,728594
BEZYMBBT,FCYBOAXC,102713482
BEZYMBBT,FTSVTTSR,246025
BEZYMBBT,KAGJCHMR,51062
BEZYMBBT,LRVGFDFM,14856883
BEZYMBBT,LTOYKIML,315161
BEZYMBBT,NAQIHUKZ,18586
BEZYMBBT,OJIFIHMZ,1662654
BEZYMBBT,SNHYOVBM,619834
BEZYMBBT,UGEQLMXM,228064
BEZYMBBT,XIPPENFQ,106933
BEZYMBBT,ZCELVYQU,134977
BJALXPFS,GKQIJYDH,9875340
BJALXPFS,JBVHSUWY,280922
BJALXPFS,LLHREMKS,165887
BJALXPFS,UIFPPCLR,87271
BLANHGYY,AXULOHBQ,82280
BLANHGYY,BJALXPFS,120913
BLANHGYY,DJBLNPNC,3686
BLANHGYY,DUCMGGNW,795869
BLANHGYY,FITUEHWN,51441
BLANHGYY,HCDTGMST,214087
BLANHGYY,JPBRUTWP,5852301
BLANHGYY,LLHREMKS,163294
BLANHGYY,RUVXNNVA,3761
BLANHGYY,SAHWCZNH,2347677
BLANHGYY,VBYCLTYZ,325753
BLANHGYY,VMAQSTJE,195033
BLANHGYY,WHPUAOID,1733
BLANHGYY,WPQXWHYO,9632300
BLANHGYY,XIIEJNEE,79561
BLANHGYY,XMKRPGLB,1185810
BLANHGYY,ZXERAXWP,48716
BSRMSVTC,FCYBOAXC,102512238
BSRMSVTC,FQCLOEXA,2122339
BSRMSVTC,FTSVTTSR,234371
BSRMSVTC,GMBFCMIU,7089
BSRMSVTC,HCDTGMST,212512
BSRMSVTC,IGDVVKUD,9462
BSRMSVTC,JBVHSUWY,268714
BSRMSVTC,JPBRUTWP,5811222
BSRMSVTC,KJNSOAHR,25418528
BSRMSVTC,OKMBFVKS,2495761
BSRMSVTC,RAWUKQMJ,4306037
BSRMSVTC,SAAYMURU,66382
BSRMSVTC,SAHWCZNH,2204512
BSRMSVTC,STZDBITS,26397252
BSRMSVTC,VMAQSTJE,209181
BSRMSVTC,VWMBASNE,132063
BSRMSVTC,XMKRPGLB,1207167
BTMOEMEP,ANWUJOKX,16967
BTMOEMEP,BUZIIBYG,15852052
BTMOEMEP,FCYBOAXC,102957682
BTMOEMEP,FRHNWLNI,932720
BTMOEMEP,GIKPEWTY,9083
BTMOEMEP,GKQIJYDH,9754406
BTMOEMEP,GYHKIVQT,16693011
BTMOEMEP,LPHPPJUG,1137647
BTMOEMEP,LTOYKIML,330872
BTMOEMEP,LUENUFGA,4002610
BTMOEMEP,PLMZALFA,7072
BTMOEMEP,QVLMOEYE,1083808
BTMOEMEP,RJGPVEXX,497955
BTMOEMEP,SAAYMURU,66255
BTMOEMEP,UQYUIVVR,4154674
BTMOEMEP,VMAQSTJE,204841
BTMOEMEP,ZGJXVMNI,3404561
BUZIIBYG,DDEXPPXU,25377
BUZIIBYG,DUCMGGNW,800887
BUZIIBYG,GIKPEWTY,9624
BUZIIBYG,IGDVVKUD,10664
BUZIIBYG,JBVHSUWY,287746
BUZIIBYG,JERHKLYW,22442
BUZIIBYG,KAGJCHMR,53682
BUZIIBYG,LSOIUSXD,305541
BUZIIBYG,OJIFIHMZ,1745536
BUZIIBYG,QKXNTIIB,1736896
BUZIIBYG,RCBZUSIM,6827
BUZIIBYG,RUVXNNVA,9441
BUZIIBYG,SAHWCZNH,2272794
BUZIIBYG,STZDBITS,25325243
BUZIIBYG,UXSPKBJR,619950
BUZIIBYG,YSYHGLQK,10932
CCLHWFWF,DDEXPPXU,24875
CCLHWFWF,RAWUKQMJ,4323154
CCLHWFWF,WBLJNPZQ,161255
DBWLZWNK,APQGTRMF,52791
DBWLZWNK,ATLDMDBO,36501969
DBWLZWNK,BEZYMBBT,3909262
DBWLZWNK,BTMOEMEP,14633772
DBWLZWNK,JBVHSUWY,283192
DBWLZWNK,JSLXRQOK,7497
DBWLZWNK,QKXNTIIB,1848990
DBWLZWNK,QSDCUCLB,9576
DBWLZWNK,SAHWCZNH,2279594
DBWLZWNK,SNHYOVBM,621505
DBWLZWNK,UIFPPCLR,89286
DBWLZWNK,VBYCLTYZ,327410
DBWLZWNK,VUAFAIYJ,616619
DBWLZWNK,ZXERAXWP,50290
DDEXPPXU,AANGBULD,754689
DDEXPPXU,DEWLVASR,351466
DDEXPPXU,OGAFEHLU,5521
DDEXPPXU,PYZMVUWD,12992
DDEXPPXU,QJQJSWFU,134169
DDEXPPXU,QSDCUCLB,9848
DDEXPPXU,SAAYMURU,65138
DDEXPPXU,SNHYOVBM,617917
DDEXPPXU,TGOELCAG,329817
DDEXPPXU,UGEQLMXM,225616
DEWLVASR,ATLDMDBO,36539755
DEWLVASR,BJALXPFS,122570
DEWLVASR,DNMPSKTB,5191881
DEWLVASR,DUCMGGNW,771153
DEWLVASR,EVBVXETX,4951050
DEWLVASR,FRHNWLNI,861458
DEWLVASR,FWUCPMMW,21417
DEWLVASR,GKQIJYDH,9776356
DEWLVASR,GMBFCMIU,3249
DEWLVASR,KEUWZRKO,305835
DEWLVASR,NZKBIBNU,268176
DEWLVASR,UXSPKBJR,599325
DEWLVASR,XIIEJNEE,78057
DEWLVASR,ZXERAXWP,50373
DJBLNPNC,BUZIIBYG,15759074
DJBLNPNC,DUCMGGNW,778543
DJBLNPNC,FDXPMYGF,11962
DJBLNPNC,FITUEHWN,50488
DJBLNPNC,LLHREMKS,165234
DJBLNPNC,NAQIHUKZ,2231
DJBLNPNC,OKMBFVKS,2478783
DJBLNPNC,RJGPVEXX,495284
DJBLNPNC,ROACSLMG,2070199
DJBLNPNC,SAHWCZNH,2321804
DJBLNPNC,SNHYOVBM,619121
DJBLNPNC,VMAQSTJE,200986
DJBLNPNC,WBLJNPZQ,219539
DJBLNPNC,WHPUAOID,938
DJBLNPNC,WPQXWHYO,9562733
DJBLNPNC,ZXERAXWP,46809
DNMPSKTB,BTMOEMEP,14333330
DNMPSKTB,FDXPMYGF,15405
DNMPSKTB,FTSVTTSR,246718
DNMPSKTB,JPBRUTWP,5774478
DNMPSKTB,KJNSOAHR,25288083
DNMPSKTB,QSDCUCLB,12848
DNMPSKTB,RJGPVEXX,497852
DNMPSKTB,SUOYXCHP,15185
DUCMGGNW,LSOIUSXD,305384
ELQGMQWE,AHMDUILJ,139107
ELQGMQWE,FITUEHWN,56422
ELQGMQWE,FTSVTTSR,245913
ELQGMQWE,JBVHSUWY,284205
ELQGMQWE,JERHKLYW,21887
ELQGMQWE,MBSBZBXA,6246208
ELQGMQWE,MIRCVAMV,81518
ELQGMQWE,OJIFIHMZ,1664099
ELQGMQWE,OXKURKXR,132540
ELQGMQWE,QJQJSWFU,137861
ELQGMQWE,STZDBITS,26618071
ELQGMQWE,TANNMIMB,6371
ELQGMQWE,UQYUIVVR,4196802
EVBVXETX,BJALXPFS,122980
EVBVXETX,BUZIIBYG,15811746
EVBVXETX,GKQIJYDH,9776766
EVBVXETX,GYHKIVQT,16839930
EVBVXETX,IGDVVKUD,12312
EVBVXETX,JPBRUTWP,5773300
EVBVXETX,SAHWCZNH,2258318
EVBVXETX,VBYCLTYZ,327820
EVBVXETX,XIIEJNEE,81179
EVBVXETX,ZXERAXWP,50783
FCYBOAXC,FRHNWLNI,936810
FCYBOAXC,HCDTGMST,220447
FCYBOAXC,HXYSSRXE,4261941
FCYBOAXC,KAGJCHMR,54695
FCYBOAXC,KEUWZRKO,304942
FCYBOAXC,MBSBZBXA,6219422
FCYBOAXC,PLMZALFA,8436
FCYBOAXC,RCBZUSIM,6827
FCYBOAXC,UXSPKBJR,624982
FCYBOAXC,ZXERAXWP,49480
FDXPMYGF,BJALXPFS,119901
FDXPMYGF,BUZIIBYG,15759599
FDXPMYGF,DBWLZWNK,156130
FDXPMYGF,FITUEHWN,53617
FDXPMYGF,FQCLOEXA,2101607
FDXPMYGF,GMBFCMIU,789
FDXPMYGF,GYHKIVQT,16771251
FDXPMYGF,HCDTGMST,213075
FDXPMYGF,IGDVVKUD,10252
FDXPMYGF,MIRCVAMV,78076
FDXPMYGF,RAWUKQMJ,4283453
FDXPMYGF,ZXERAXWP,44753
FITUEHWN,BJALXPFS,116955
FITUEHWN,BUZIIBYG,15903183
FITUEHWN,DEWLVASR,351772
FITUEHWN,DUCMGGNW,782870
FITUEHWN,FQCLOEXA,2105847
FITUEHWN,GIKPEWTY,7389
FITUEHWN,GMBFCMIU,4657
FITUEHWN,HCDTGMST,213960
FITUEHWN,KAGJCHMR,53271
FITUEHWN,LLHREMKS,168296
FITUEHWN,NZKBIBNU,266423
FITUEHWN,OKMBFVKS,2288542
FITUEHWN,QRKRBYJL,2701457
FITUEHWN,RAWUKQMJ,4288473
FITUEHWN,ROACSLMG,2087329
FITUEHWN,SAHWCZNH,2370417
FITUEHWN,SUOYXCHP,14242
FITUEHWN,TGOELCAG,331090
FITUEHWN,VBYCLTYZ,325658
FITUEHWN,VMAQSTJE,203522
FITUEHWN,XUOIQPFL,2619656
FITUEHWN,ZCELVYQU,136867
FQCLOEXA,BUZIIBYG,15844297
FQCLOEXA,DBWLZWNK,157733
FQCLOEXA,DUCMGGNW,800969
FQCLOEXA,EVBVXETX,4947170
FQCLOEXA,FRHNWLNI,934666
FQCLOEXA,GMBFCMIU,4608
FQCLOEXA,GYHKIVQT,16520270
FQCLOEXA,KAGJCHMR,52626
FQCLOEXA,NZKBIBNU,267141
FQCLOEXA,OKMBFVKS,2396121
FQCLOEXA,QVLMOEYE,1055220
FQCLOEXA,RAWUKQMJ,4348558
FQCLOEXA,RJGPVEXX,491372
FQCLOEXA,ROACSLMG,2113119
FQCLOEXA,SAHWCZNH,2253863
FQCLOEXA,SDWAYPIK,5038678
FQCLOEXA,UGEQLMXM,228325
FQCLOEXA,UIFPPCLR,90269
FQCLOEXA,VBYCLTYZ,324662
FQCLOEXA,VMAQSTJE,203793
FQCLOEXA,XUOIQPFL,2740470
FQCLOEXA,ZCELVYQU,133461
FQCLOEXA,ZXERAXWP,50344
FRHNWLNI,FDXPMYGF,15057
FRHNWLNI,FTSVTTSR,246907
FRHNWLNI,QSDCUCLB,9234
FRHNWLNI,RJGPVEXX,494720
FRHNWLNI,UGEQLMXM,226865
FRHNWLNI,ZKENOUDA,363976
FTSVTTSR,ATLDMDBO,36462441
FTSVTTSR,BJALXPFS,120619
FTSVTTSR,BUZIIBYG,15657822
FTSVTTSR,DEWLVASR,330115
FTSVTTSR,DUCMGGNW,776243
FTSVTTSR,EVBVXETX,4915640
FTSVTTSR,FQCLOEXA,2105763
FTSVTTSR,FWUCPMMW,21011
FTSVTTSR,GMBFCMIU,1950
FTSVTTSR,HCDTGMST,214006
FTSVTTSR,KEUWZRKO,303885
FTSVTTSR,ROACSLMG,2104504
FTSVTTSR,UXSPKBJR,605511
FTSVTTSR,XIFHSOWQ,87752
FTSVTTSR,XIIEJNEE,79267
FTSVTTSR,ZKENOUDA,362690
FTSVTTSR,ZXERAXWP,48422
FWUCPMMW,DNMPSKTB,5267752
FWUCPMMW,ELQGMQWE,726326
FWUCPMMW,FRHNWLNI,860457
FWUCPMMW,GKQIJYDH,9807425
FWUCPMMW,IGDVVKUD,9214
FWUCPMMW,KEUWZRKO,287864
FWUCPMMW,LUENUFGA,4147480
FWUCPMMW,OGAFEHLU,3614
FWUCPMMW,PYZMVUWD,11823
FWUCPMMW,UIFPPCLR,86936
FWUCPMMW,XIIEJNEE,79308
GIKPEWTY,DDEXPPXU,24219
GIKPEWTY,FCYBOAXC,103197097
GIKPEWTY,FRHNWLNI,878129
GIKPEWTY,GYHKIVQT,17078174
GIKPEWTY,IGDVVKUD,10454
GIKPEWTY,KAGJCHMR,52376
GIKPEWTY,LSOIUSXD,304521
GIKPEWTY,MBSBZBXA,6272687
GIKPEWTY,NAQIHUKZ,4055
GIKPEWTY,PLMZALFA,6517
GIKPEWTY,PYZMVUWD,12945
GIKPEWTY,RAWUKQMJ,4284671
GIKPEWTY,RJGPVEXX,495312
GIKPEWTY,SAHWCZNH,2352028
GIKPEWTY,UQYUIVVR,4154151
GIKPEWTY,WHPUAOID,2979
GIKPEWTY,XIFHSOWQ,87480
GIKPEWTY,XUOIQPFL,2661672
GIKPEWTY,ZCELVYQU,122907
GIKPEWTY,ZGJXVMNI,3393696
GKQIJYDH,AANGBULD,769673
GKQIJYDH,AHMDUILJ,141238
GKQIJYDH,ELQGMQWE,730723
GKQIJYDH,GIKPEWTY,7766
GKQIJYDH,LPHPPJUG,1138707
GKQIJYDH,LTOYKIML,318580
GKQIJYDH,OGAFEHLU,4828
GKQIJYDH,PLMZALFA,3816
GKQIJYDH,QJQJSWFU,137791
GKQIJYDH,QSDCUCLB,7099
GKQIJYDH,SDWAYPIK,4961993
GKQIJYDH,UIFPPCLR,87049
GKQIJYDH,ZGJXVMNI,3473480
GMBFCMIU,DUCMGGNW,804134
GMBFCMIU,EVBVXETX,4940810
GMBFCMIU,GKQIJYDH,9697930
GMBFCMIU,KAGJCHMR,53580
GMBFCMIU,NZKBIBNU,266648
GMBFCMIU,RAWUKQMJ,4304634
GMBFCMIU,ZXERAXWP,48929
GYHKIVQT,AANGBULD,760497
GYHKIVQT,FWUCPMMW,22004
GYHKIVQT,KAGJCHMR,53123
GYHKIVQT,RUVXNNVA,8785
GYHKIVQT,WHPUAOID,5364
HCDTGMST,AANGBULD,774941
HCDTGMST,DUCMGGNW,769226
HCDTGMST,EVBVXETX,4928931
HCDTGMST,GMBFCMIU,5669
HCDTGMST,KAGJCHMR,52979
HCDTGMST,QVLMOEYE,1060578
HCDTGMST,RAWUKQMJ,4276376
HCDTGMST,TANNMIMB,5073
HCDTGMST,XIIEJNEE,79829
HXYSSRXE,BEZYMBBT,3909054
HXYSSRXE,DNMPSKTB,5182648
HXYSSRXE,IGDVVKUD,12613
HXYSSRXE,LLHREMKS,168312
HXYSSRXE,MIRCVAMV,78778
HXYSSRXE,OGAFEHLU,8279
HXYSSRXE,QVLMOEYE,1064562
HXYSSRXE,RJGPVEXX,497852
HXYSSRXE,ROACSLMG,2081745
HXYSSRXE,SUOYXCHP,15101
HXYSSRXE,WHPUAOID,6131
HXYSSRXE,ZGJXVMNI,3473928
IGDVVKUD,AANGBULD,642841
IGDVVKUD,DUCMGGNW,776356
IGDVVKUD,JBVHSUWY,281380
IGDVVKUD,KAGJCHMR,51072
IGDVVKUD,QSDCUCLB,6636
IGDVVKUD,TGOELCAG,330829
IGDVVKUD,VUAFAIYJ,614165
JBVHSUWY,DDEXPPXU,25674
JBVHSUWY,DEWLVASR,348428
JBVHSUWY,FCYBOAXC,102963273
JBVHSUWY,GYHKIVQT,17208331
JBVHSUWY,JERHKLYW,19661
JBVHSUWY,YSYHGLQK,11074
JERHKLYW,AHMDUILJ,137332
JERHKLYW,DEWLVASR,364751
JERHKLYW,FITUEHWN,51118
JERHKLYW,GIKPEWTY,6116
JERHKLYW,LLHREMKS,166901
JERHKLYW,LPHPPJUG,1143979
JERHKLYW,YSYHGLQK,10229
JPBRUTWP,BEZYMBBT,3999498
JPBRUTWP,DUCMGGNW,782567
JPBRUTWP,GMBFCMIU,5359
JPBRUTWP,GYHKIVQT,16954693
JPBRUTWP,HCDTGMST,215706
JPBRUTWP,HXYSSRXE,4339671
JPBRUTWP,KEUWZRKO,305797
JPBRUTWP,LLHREMKS,168312
JPBRUTWP,UXSPKBJR,606646
JPBRUTWP,XIFHSOWQ,90356
JSLXRQOK,EVBVXETX,5012035
JSLXRQOK,FTSVTTSR,232006
JSLXRQOK,FWUCPMMW,18862
JSLXRQOK,GYHKIVQT,16758728
JSLXRQOK,JBVHSUWY,268429
JSLXRQOK,KEUWZRKO,300259
JSLXRQOK,LPHPPJUG,1117770
JSLXRQOK,OXKURKXR,132227
JSLXRQOK,QKXNTIIB,1607202
JSLXRQOK,QSDCUCLB,4412
JSLXRQOK,SAAYMURU,64426
KAGJCHMR,FDXPMYGF,13555
KAGJCHMR,HXYSSRXE,4067136
KAGJCHMR,UGEQLMXM,220579
KAGJCHMR,XIIEJNEE,77940
KEUWZRKO,GKQIJYDH,9828538
KFQSHBNH,ELQGMQWE,730057
KFQSHBNH,LRVGFDFM,14714160
KFQSHBNH,LTOYKIML,316818
KFQSHBNH,OXKURKXR,134096
KFQSHBNH,SAHWCZNH,2256975
KFQSHBNH,UIFPPCLR,87100
KJNSOAHR,AANGBULD,784427
KJNSOAHR,AXULOHBQ,79918
KJNSOAHR,BUZIIBYG,15872866
KJNSOAHR,DEWLVASR,358998
KJNSOAHR,EVBVXETX,4937566
KJNSOAHR,FCYBOAXC,103145684
KJNSOAHR,GMBFCMIU,4935
KJNSOAHR,GYHKIVQT,16689990
KJNSOAHR,IGDVVKUD,8420
KJNSOAHR,LPHPPJUG,1173750
KJNSOAHR,LUENUFGA,3974820
KJNSOAHR,OGAFEHLU,20767
KJNSOAHR,PYZMVUWD,13694
KJNSOAHR,RJGPVEXX,547304
KJNSOAHR,UXSPKBJR,607651
LLHREMKS,BSRMSVTC,361393
LLHREMKS,DUCMGGNW,781880
LLHREMKS,IGDVVKUD,8749
LLHREMKS,OKMBFVKS,3172729
LLHREMKS,PLMZALFA,6304
LLHREMKS,RAWUKQMJ,4320069
LLHREMKS,SAHWCZNH,2256930
LPHPPJUG,ANWUJOKX,18522
LPHPPJUG,BUZIIBYG,15805755
LPHPPJUG,DDEXPPXU,39305
LPHPPJUG,FITUEHWN,58728
LPHPPJUG,FRHNWLNI,941147
LPHPPJUG,FTSVTTSR,247158
LPHPPJUG,GYHKIVQT,17067522
LPHPPJUG,HCDTGMST,215539
LPHPPJUG,JPBRUTWP,5796952
LPHPPJUG,LUENUFGA,3952320
LPHPPJUG,MIRCVAMV,80539
LPHPPJUG,OGAFEHLU,6939
LPHPPJUG,RJGPVEXX,530640
LPHPPJUG,ROACSLMG,2079077
LPHPPJUG,UQYUIVVR,4200473
LPHPPJUG,UXSPKBJR,606646
LPHPPJUG,VBYCLTYZ,327653
LPHPPJUG,WHPUAOID,10055
LRVGFDFM,DDEXPPXU,22425
LRVGFDFM,FQCLOEXA,2148207
LRVGFDFM,FTSVTTSR,242648
LRVGFDFM,GIKPEWTY,8746
LRVGFDFM,GYHKIVQT,16670548
LRVGFDFM,LSOIUSXD,301880
LRVGFDFM,OXKURKXR,131731
LRVGFDFM,QVLMOEYE,1062151
LRVGFDFM,ROACSLMG,2090776
LRVGFDFM,UIFPPCLR,87995
LRVGFDFM,WHPUAOID,6935
LRVGFDFM,WQMVCOEM,41849
LRVGFDFM,ZCELVYQU,117966
LRVGFDFM,ZKENOUDA,371359
LRVGFDFM,ZXERAXWP,46208
LSOIUSXD,BSRMSVTC,362592
LSOIUSXD,DDEXPPXU,24850
LSOIUSXD,DJBLNPNC,6510
LSOIUSXD,EVBVXETX,4924837
LSOIUSXD,FQCLOEXA,2106294
LSOIUSXD,GMBFCMIU,3778
LSOIUSXD,GYHKIVQT,16898187
LSOIUSXD,HCDTGMST,211953
LSOIUSXD,JBVHSUWY,281442
LSOIUSXD,OJIFIHMZ,1665873
LTOYKIML,ATLDMDBO,36063642
LTOYKIML,DNMPSKTB,5206645
LTOYKIML,FDXPMYGF,15514
LTOYKIML,FITUEHWN,51107
LTOYKIML,FRHNWLNI,938829
LTOYKIML,FTSVTTSR,245913
LTOYKIML,GIKPEWTY,4085
LTOYKIML,IGDVVKUD,11066
LTOYKIML,JBVHSUWY,273014
LTOYKIML,LRVGFDFM,14420002
LTOYKIML,LUENUFGA,4079918
LTOYKIML,MIRCVAMV,79901
LTOYKIML,NAQIHUKZ,2590
LTOYKIML,PYZMVUWD,12480
LTOYKIML,QJQJSWFU,135838
LTOYKIML,STZDBITS,26359698
LTOYKIML,UQYUIVVR,4200594
LTOYKIML,WHPUAOID,6422
LTOYKIML,XMKRPGLB,1245396
LTOYKIML,ZGJXVMNI,3384782
LUENUFGA,FITUEHWN,52164
LUENUFGA,GIKPEWTY,9083
LUENUFGA,GKQIJYDH,9836228
LUENUFGA,HCDTGMST,213778
LUENUFGA,JPBRUTWP,5769465
LUENUFGA,PLMZALFA,6351
LUENUFGA,PYZMVUWD,11787
LUENUFGA,RAWUKQMJ,4317184
LUENUFGA,RJGPVEXX,496392
LUENUFGA,RUVXNNVA,5456
LUENUFGA,SUOYXCHP,14269
LUENUFGA,ZCELVYQU,138477
MBSBZBXA,BLANHGYY,35325
MBSBZBXA,BSRMSVTC,360188
MBSBZBXA,DNMPSKTB,5111105
MBSBZBXA,FDXPMYGF,15057
MBSBZBXA,FTSVTTSR,244447
MBSBZBXA,JBVHSUWY,282021
MBSBZBXA,KJNSOAHR,25233014
MBSBZBXA,LTOYKIML,316351
MBSBZBXA,MIRCVAMV,79262
MBSBZBXA,NAQIHUKZ,3133
MBSBZBXA,OGAFEHLU,7337
MBSBZBXA,QVLMOEYE,1056975
MBSBZBXA,RCBZUSIM,6238
MBSBZBXA,RUVXNNVA,4928
MBSBZBXA,TANNMIMB,9567
MBSBZBXA,XIIEJNEE,79735
MIRCVAMV,AHMDUILJ,135112
MIRCVAMV,AXULOHBQ,78110
MIRCVAMV,BSRMSVTC,360475
MIRCVAMV,DUCMGGNW,773787
MIRCVAMV,EVBVXETX,4927315
MIRCVAMV,FITUEHWN,51201
MIRCVAMV,HCDTGMST,210780
MIRCVAMV,KAGJCHMR,51103
MIRCVAMV,KJNSOAHR,25049405
MIRCVAMV,LLHREMKS,164994
MIRCVAMV,LSOIUSXD,304441
MIRCVAMV,RAWUKQMJ,4287515
MIRCVAMV,SAHWCZNH,2382802
MIRCVAMV,TGOELCAG,325315
MIRCVAMV,VMAQSTJE,207377
MIRCVAMV,WBLJNPZQ,221133
MIRCVAMV,XMKRPGLB,1225308
MIRCVAMV,ZXERAXWP,47152
NAQIHUKZ,DEWLVASR,339035
NAQIHUKZ,FQCLOEXA,2098685
NAQIHUKZ,FRHNWLNI,854941
NAQIHUKZ,FWUCPMMW,19185
NAQIHUKZ,GMBFCMIU,796
NAQIHUKZ,GYHKIVQT,17146733
NAQIHUKZ,HXYSSRXE,4246326
NAQIHUKZ,KEUWZRKO,301259
NAQIHUKZ,OGAFEHLU,5206
NAQIHUKZ,QJQJSWFU,136172
NAQIHUKZ,SAHWCZNH,2329038
NAQIHUKZ,XIFHSOWQ,85370
NZKBIBNU,CCLHWFWF,21902277
NZKBIBNU,FDXPMYGF,12266
NZKBIBNU,GYHKIVQT,16864742
NZKBIBNU,MBSBZBXA,6304729
NZKBIBNU,PYZMVUWD,14152
NZKBIBNU,STZDBITS,26364032
NZKBIBNU,TANNMIMB,6777
NZKBIBNU,VWMBASNE,134983
NZKBIBNU,XIPPENFQ,108854
OGAFEHLU,ANWUJOKX,15339
OGAFEHLU,ATLDMDBO,37062018
OGAFEHLU,CCLHWFWF,22703092
OGAFEHLU,DUCMGGNW,777179
OGAFEHLU,FQCLOEXA,2103751
OGAFEHLU,IGDVVKUD,6537
OGAFEHLU,JBVHSUWY,282247
OGAFEHLU,JPBRUTWP,5846529
OGAFEHLU,MIRCVAMV,77879
OGAFEHLU,QKXNTIIB,1843361
OJIFIHMZ,AANGBULD,765529
OJIFIHMZ,AHMDUILJ,136507
OJIFIHMZ,ATLDMDBO,36496746
OJIFIHMZ,BSRMSVTC,358280
OJIFIHMZ,DJBLNPNC,6812
OJIFIHMZ,FWUCPMMW,22259
OJIFIHMZ,HXYSSRXE,4248490
OJIFIHMZ,JBVHSUWY,270088
